id,nearc2,nearc4,educ,age,fatheduc,motheduc,weight,momdad14,sinmom14,step14,reg661,reg662,reg663,reg664,reg665,reg666,reg667,reg668,reg669,south66,black,smsa,south,smsa66,wage,enroll,KWW,IQ,married,libcrd14,exper,lwage,expersq,u_lwage,lwage_hat,u_educ
1187.0,1.0,1.0,13.0,25.0,12.0,12.0,360396.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,525.0,1.0,40.0,109.0,6.0,1.0,6.0,6.263398170471191,36.0,-0.1235516145825386,6.3869500160217285,-2.018524169921875
1188.0,1.0,1.0,12.0,28.0,,8.0,370732.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,640.0,0.0,36.0,,1.0,1.0,10.0,6.46146821975708,100.0,0.000799177389126271,6.460669040679932,-1.4221510887145996
1189.0,1.0,1.0,12.0,26.0,,8.0,370732.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,297.0,0.0,26.0,,6.0,1.0,8.0,5.693731784820557,64.0,-0.7389739155769348,6.432705879211426,-2.2169651985168457
1191.0,1.0,1.0,8.0,33.0,,,141996.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,947.0,0.0,37.0,,5.0,0.0,19.0,6.853299140930176,361.0,0.7546692490577698,6.098629951477051,-1.009468913078308
1192.0,1.0,1.0,12.0,34.0,8.0,9.0,141996.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,500.0,0.0,40.0,99.0,1.0,1.0,16.0,6.214608192443848,256.0,0.04449594020843506,6.170112133026123,1.8413081169128418
1202.0,1.0,1.0,13.0,25.0,5.0,7.0,96681.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,620.0,0.0,43.0,,4.0,1.0,6.0,6.429718971252441,36.0,0.3104608654975891,6.119257926940918,-1.0990382432937622
1203.0,1.0,1.0,12.0,25.0,,10.0,96681.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,277.0,0.0,31.0,,1.0,,7.0,5.62401819229126,49.0,-0.5203419327735901,6.144360065460205,-1.6974157094955444
1205.0,0.0,1.0,10.0,26.0,5.0,8.0,370732.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,240.0,0.0,29.0,99.0,1.0,1.0,10.0,5.4806389808654785,100.0,-0.7368277907371521,6.217466831207275,-2.775142192840576
1206.0,0.0,1.0,10.0,25.0,5.0,8.0,360396.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,240.0,0.0,34.0,,6.0,1.0,9.0,5.4806389808654785,81.0,-0.7250701785087585,6.205708980560303,-3.171705961227417
1207.0,0.0,1.0,12.0,33.0,,,398168.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,462.0,0.0,32.0,85.0,1.0,1.0,15.0,6.135564804077148,225.0,-0.3949368894100189,6.530501842498779,0.6919878721237183
1209.0,0.0,1.0,12.0,27.0,,11.0,99110.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,404.0,0.0,32.0,97.0,6.0,1.0,9.0,6.001414775848389,81.0,-0.2575715482234955,6.258986473083496,-0.7426168322563171
1210.0,0.0,1.0,12.0,25.0,,11.0,96681.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,450.0,0.0,40.0,95.0,1.0,1.0,7.0,6.109248161315918,49.0,-0.11287852376699448,6.222126483917236,-1.54080331325531
1213.0,0.0,1.0,12.0,24.0,3.0,2.0,395512.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,250.0,0.0,28.0,,6.0,1.0,6.0,5.521461009979248,36.0,-0.675563633441925,6.197024822235107,-1.9424258470535278
1215.0,0.0,1.0,11.0,26.0,,9.0,450502.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,727.0,0.0,23.0,,4.0,1.0,9.0,6.588925838470459,81.0,0.32993951439857483,6.258986473083496,-1.7426167726516724
1216.0,0.0,1.0,12.0,24.0,,9.0,439458.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,667.0,0.0,30.0,,1.0,1.0,6.0,6.5027899742126465,36.0,0.305765300989151,6.197024822235107,-1.9424258470535278
1224.0,0.0,1.0,12.0,28.0,,6.0,117131.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,962.0,0.0,31.0,80.0,4.0,1.0,10.0,6.869013786315918,100.0,0.5982698798179626,6.2707438468933105,-0.346052885055542
1228.0,0.0,1.0,14.0,27.0,,8.0,90623.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,750.0,0.0,44.0,126.0,6.0,1.0,7.0,6.620072841644287,49.0,0.13025447726249695,6.489818572998047,-0.4602891504764557
1230.0,0.0,1.0,14.0,25.0,8.0,8.0,360396.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,667.0,0.0,20.0,,6.0,1.0,5.0,6.5027899742126465,25.0,0.06762377172708511,6.435166358947754,-1.2652204036712646
1231.0,0.0,1.0,17.0,34.0,8.0,12.0,358351.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,692.0,0.0,49.0,109.0,1.0,1.0,11.0,6.539586067199707,121.0,0.16253778338432312,6.377048492431641,4.561938285827637
1233.0,0.0,1.0,12.0,25.0,6.0,12.0,96681.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,465.0,0.0,21.0,,1.0,1.0,7.0,6.1420369148254395,49.0,-0.08008977025747299,6.222126483917236,-1.54080331325531
1235.0,0.0,1.0,12.0,30.0,,,150105.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,641.0,0.0,38.0,,5.0,1.0,12.0,6.463028907775879,144.0,0.1821141541004181,6.280914783477783,0.4420163631439209
1236.0,0.0,1.0,11.0,29.0,,11.0,150105.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,710.0,0.0,22.0,86.0,1.0,1.0,12.0,6.56526517868042,144.0,0.2843504250049591,6.280914783477783,-0.5579836368560791
1238.0,0.0,1.0,13.0,25.0,,10.0,96681.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,425.0,0.0,22.0,,6.0,1.0,6.0,6.052089214324951,36.0,-0.1449354588985443,6.197024822235107,-0.9424257874488831
1243.0,0.0,1.0,12.0,27.0,12.0,12.0,370732.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,833.0,0.0,46.0,112.0,1.0,1.0,9.0,6.725034236907959,81.0,0.1983562409877777,6.526678085327148,-1.6621026992797852
1244.0,0.0,1.0,12.0,26.0,12.0,12.0,370732.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,308.0,1.0,41.0,98.0,1.0,1.0,8.0,5.730100154876709,64.0,-0.7803720831871033,6.510472297668457,-2.0603528022766113
1245.0,0.0,1.0,16.0,29.0,12.0,12.0,484311.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,625.0,0.0,48.0,119.0,4.0,1.0,7.0,6.437751770019531,49.0,-0.05206659808754921,6.489818572998047,1.5397108793258667
1246.0,0.0,1.0,16.0,32.0,13.0,16.0,398168.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1442.0,0.0,26.0,,1.0,1.0,10.0,7.273787021636963,100.0,0.7353513836860657,6.538435459136963,2.7344613075256348
1248.0,0.0,1.0,16.0,25.0,12.0,12.0,400440.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,673.0,0.0,38.0,102.0,1.0,1.0,3.0,6.511744976043701,9.0,0.14902345836162567,6.3627214431762695,-0.07689647376537323
1250.0,0.0,1.0,17.0,28.0,14.0,14.0,370732.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1346.0,0.0,46.0,,1.0,1.0,5.0,7.204893112182617,25.0,0.7697269320487976,6.435166358947754,1.7347795963287354
1251.0,0.0,1.0,17.0,33.0,12.0,10.0,398168.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,400.0,0.0,41.0,128.0,4.0,1.0,10.0,5.991465091705322,100.0,-0.546970546245575,6.538435459136963,3.7344613075256348
1252.0,0.0,1.0,9.0,34.0,12.0,,358351.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,518.0,0.0,38.0,82.0,1.0,1.0,19.0,6.249975204467773,361.0,-0.025416143238544464,6.275391578674316,-0.339743047952652
1253.0,0.0,1.0,14.0,26.0,16.0,16.0,370732.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,456.0,0.0,30.0,,1.0,1.0,6.0,6.122492790222168,36.0,-0.34222355484962463,6.46471643447876,-0.8619116544723511
1255.0,0.0,1.0,17.0,33.0,12.0,12.0,398168.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,409.0,0.0,42.0,113.0,1.0,1.0,10.0,6.013714790344238,100.0,-0.37244877219200134,6.386163711547852,3.7922585010528564
1256.0,0.0,1.0,18.0,34.0,5.0,9.0,398168.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,559.0,0.0,45.0,105.0,6.0,1.0,10.0,6.326148986816406,100.0,-0.21228662133216858,6.538435459136963,4.734461307525635
1258.0,0.0,1.0,12.0,24.0,10.0,9.0,96681.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,230.0,0.0,32.0,,1.0,1.0,6.0,5.438078880310059,36.0,-0.7589457631111145,6.197024822235107,-1.9424258470535278
1260.0,1.0,1.0,17.0,27.0,18.0,18.0,370732.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1026.0,1.0,46.0,124.0,6.0,1.0,4.0,6.933423042297363,16.0,0.5322551131248474,6.401167869567871,1.329784631729126
1262.0,1.0,1.0,12.0,27.0,13.0,13.0,370732.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1082.0,0.0,48.0,,1.0,1.0,9.0,6.98656702041626,81.0,0.4598890244960785,6.526678085327148,-1.6621026992797852
1263.0,1.0,1.0,14.0,24.0,13.0,13.0,360396.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1202.0,0.0,39.0,94.0,1.0,1.0,4.0,7.091742038726807,16.0,0.6905741095542908,6.401167869567871,-1.670215368270874
1264.0,1.0,1.0,17.0,25.0,,12.0,360396.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,329.0,0.0,40.0,117.0,1.0,1.0,2.0,5.796058177947998,4.0,-0.3550719618797302,6.151130199432373,0.9473356008529663
1266.0,1.0,1.0,18.0,27.0,14.0,14.0,370732.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,481.0,0.0,39.0,116.0,6.0,1.0,3.0,6.175867080688477,9.0,-0.18685443699359894,6.3627214431762695,1.9231035709381104
1267.0,1.0,1.0,18.0,24.0,14.0,,360396.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,673.0,0.0,33.0,,6.0,,0.0,6.511744976043701,0.0,0.44332355260849,6.068421363830566,0.7507401704788208
1268.0,1.0,1.0,17.0,31.0,12.0,12.0,538123.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1683.0,0.0,41.0,,6.0,1.0,8.0,7.428332805633545,64.0,0.9542399644851685,6.474092960357666,3.0753722190856934
1269.0,1.0,1.0,16.0,34.0,12.0,12.0,358351.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1282.0,0.0,40.0,112.0,1.0,1.0,12.0,7.156177043914795,144.0,0.6075705885887146,6.5486063957214355,3.5225305557250977
1272.0,1.0,1.0,12.0,24.0,12.0,14.0,360396.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,577.0,0.0,23.0,,6.0,1.0,6.0,6.357841968536377,36.0,-0.10687438398599625,6.46471643447876,-2.8619117736816406
1273.0,1.0,1.0,18.0,27.0,9.0,9.0,411924.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,444.0,0.0,31.0,105.0,6.0,1.0,3.0,6.0958251953125,9.0,-0.2668963074684143,6.3627214431762695,1.9231035709381104
1275.0,1.0,1.0,16.0,28.0,,9.0,99110.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,481.0,0.0,34.0,87.0,6.0,1.0,6.0,6.175867080688477,36.0,-0.021157586947083473,6.197024822235107,2.0575742721557617
1277.0,1.0,1.0,12.0,24.0,16.0,12.0,96681.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,467.0,0.0,,108.0,6.0,1.0,6.0,6.146328926086426,36.0,-0.050695739686489105,6.197024822235107,-1.9424258470535278
1279.0,1.0,1.0,6.0,31.0,3.0,3.0,614067.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,668.0,0.0,40.0,,1.0,0.0,19.0,6.504288196563721,361.0,0.060200035572052,6.444087982177734,-3.7723424434661865
1283.0,1.0,1.0,15.0,27.0,12.0,12.0,411924.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,286.0,0.0,36.0,89.0,1.0,1.0,6.0,5.655992031097412,36.0,-0.8087243437767029,6.46471643447876,0.13808833062648773
1284.0,1.0,1.0,18.0,33.0,12.0,12.0,358351.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,577.0,0.0,,119.0,1.0,1.0,9.0,6.357841968536377,81.0,-0.16883602738380432,6.526678085327148,4.337897300720215
1285.0,1.0,1.0,14.0,29.0,12.0,12.0,484311.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,721.0,0.0,34.0,97.0,1.0,1.0,9.0,6.580638885498047,81.0,0.0539608895778656,6.526678085327148,0.33789733052253723
1286.0,1.0,1.0,12.0,25.0,6.0,8.0,360396.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,462.0,0.0,28.0,89.0,1.0,1.0,7.0,6.135564804077148,49.0,-0.3542535603046417,6.489818572998047,-2.460289239883423
1287.0,1.0,1.0,15.0,25.0,12.0,10.0,360396.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,750.0,0.0,28.0,,1.0,0.0,4.0,6.620072841644287,16.0,0.21890491247177124,6.401167869567871,-0.6702153086662292
1288.0,1.0,1.0,12.0,24.0,6.0,12.0,360396.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,200.0,0.0,39.0,131.0,6.0,1.0,6.0,5.298316955566406,36.0,-1.166399359703064,6.46471643447876,-2.8619117736816406
1293.0,1.0,1.0,12.0,27.0,12.0,10.0,370732.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,650.0,0.0,26.0,,1.0,1.0,9.0,6.476973056793213,81.0,-0.049704939126968384,6.526678085327148,-1.6621026992797852
1295.0,1.0,1.0,18.0,28.0,12.0,11.0,370732.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,481.0,0.0,30.0,,6.0,1.0,4.0,6.175867080688477,16.0,-0.2253008484840393,6.401167869567871,2.329784631729126
1298.0,1.0,1.0,11.0,24.0,9.0,,360396.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,600.0,0.0,38.0,,1.0,0.0,7.0,6.39693021774292,49.0,-0.09288814663887024,6.489818572998047,-3.460289239883423
1305.0,1.0,1.0,16.0,28.0,16.0,16.0,370732.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,769.0,0.0,35.0,85.0,1.0,1.0,6.0,6.6450910568237305,36.0,0.33264675736427307,6.31244421005249,1.1958855390548706
1306.0,1.0,1.0,17.0,27.0,16.0,16.0,370732.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,775.0,1.0,26.0,132.0,1.0,1.0,4.0,6.652863025665283,16.0,0.25169509649276733,6.401167869567871,1.329784631729126
1307.0,1.0,1.0,16.0,24.0,16.0,16.0,360396.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,641.0,0.0,28.0,114.0,1.0,1.0,2.0,6.463028907775879,4.0,0.14320194721221924,6.319827079772949,-0.48526379466056824
1310.0,1.0,1.0,14.0,33.0,14.0,10.0,358351.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1055.0,0.0,35.0,98.0,1.0,1.0,13.0,6.961296081542969,169.0,0.4142764210700989,6.5470194816589355,1.9140357971191406
1311.0,1.0,1.0,16.0,31.0,14.0,12.0,484311.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,676.0,0.0,44.0,110.0,6.0,1.0,9.0,6.51619291305542,81.0,-0.010485083796083927,6.526678085327148,2.337897300720215
1312.0,1.0,1.0,12.0,28.0,,,370732.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,691.0,0.0,41.0,124.0,6.0,1.0,10.0,6.538139820098877,100.0,-0.0002957922697532922,6.538435459136963,-1.2655388116836548
1313.0,1.0,1.0,17.0,30.0,14.0,12.0,484311.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,962.0,1.0,41.0,118.0,1.0,1.0,7.0,6.869013786315918,49.0,0.3791954219341278,6.489818572998047,2.539710760116577
1314.0,1.0,1.0,13.0,28.0,14.0,12.0,370732.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,400.0,0.0,32.0,90.0,5.0,1.0,9.0,5.991465091705322,81.0,-0.5352129340171814,6.526678085327148,-0.6621026992797852
1315.0,1.0,1.0,16.0,27.0,14.0,12.0,370732.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,673.0,0.0,38.0,108.0,1.0,1.0,5.0,6.511744976043701,25.0,0.0765787735581398,6.435166358947754,0.7347795963287354
1323.0,1.0,1.0,18.0,34.0,10.0,11.0,141996.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1442.0,0.0,42.0,112.0,1.0,1.0,10.0,7.273787021636963,100.0,1.0030430555343628,6.2707438468933105,5.653946876525879
1334.0,1.0,1.0,18.0,32.0,16.0,10.0,358351.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,529.0,0.0,38.0,100.0,1.0,1.0,8.0,6.2709879875183105,64.0,-0.2394842654466629,6.510472297668457,3.9396471977233887
1336.0,1.0,1.0,14.0,27.0,9.0,11.0,99110.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,700.0,0.0,21.0,84.0,1.0,1.0,7.0,6.551080226898193,49.0,0.3289535343647003,6.222126483917236,0.45919671654701233
1337.0,1.0,1.0,8.0,34.0,,4.0,141996.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,675.0,0.0,36.0,,1.0,0.0,20.0,6.514712810516357,400.0,0.3710400462150574,6.143672943115234,-0.4731546640396118
1338.0,1.0,1.0,18.0,25.0,8.0,10.0,360396.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,494.0,0.0,34.0,97.0,1.0,1.0,1.0,6.202536106109619,1.0,-0.06994817405939102,6.272484302520752,1.1046826839447021
1340.0,1.0,1.0,12.0,24.0,12.0,8.0,360396.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,500.0,0.0,26.0,113.0,1.0,1.0,6.0,6.214608192443848,36.0,-0.25010815262794495,6.46471643447876,-2.8619117736816406
1349.0,1.0,1.0,16.0,24.0,,,96681.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,450.0,0.0,27.0,,6.0,0.0,2.0,6.109248161315918,4.0,0.057112883776426315,6.052135467529297,0.4342220425605774
1350.0,1.0,1.0,13.0,25.0,,8.0,96681.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,601.0,0.0,27.0,,6.0,1.0,6.0,6.398594856262207,36.0,0.20157018303871155,6.197024822235107,-0.9424257874488831
1353.0,1.0,1.0,13.0,28.0,9.0,12.0,99110.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,717.0,1.0,37.0,105.0,6.0,1.0,9.0,6.575076103210449,81.0,0.31608977913856506,6.258986473083496,0.25738316774368286
1354.0,1.0,1.0,12.0,29.0,9.0,10.0,150105.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,575.0,0.0,28.0,88.0,5.0,1.0,11.0,6.3543701171875,121.0,0.0763167068362236,6.278053283691406,0.04882483184337616
1355.0,1.0,1.0,12.0,25.0,9.0,10.0,96681.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,350.0,0.0,33.0,74.0,1.0,1.0,7.0,5.857933044433594,49.0,-0.3641936480998993,6.222126483917236,-1.54080331325531
1356.0,1.0,1.0,12.0,24.0,9.0,10.0,96681.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,350.0,0.0,31.0,,6.0,0.0,6.0,5.857933044433594,36.0,-0.33909162878990173,6.197024822235107,-1.9424258470535278
1358.0,0.0,1.0,16.0,29.0,12.0,12.0,484311.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,643.0,0.0,46.0,115.0,1.0,1.0,7.0,6.466145038604736,49.0,-0.02367332950234413,6.489818572998047,1.5397108793258667
1359.0,0.0,1.0,15.0,24.0,10.0,12.0,360396.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,675.0,0.0,30.0,,1.0,1.0,3.0,6.514712810516357,9.0,0.15199129283428192,6.3627214431762695,-1.0768964290618896
1360.0,0.0,1.0,15.0,28.0,12.0,12.0,370732.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,679.0,0.0,34.0,91.0,1.0,1.0,7.0,6.520620822906494,49.0,0.03080245479941368,6.489818572998047,0.5397108793258667
1361.0,0.0,1.0,12.0,27.0,12.0,9.0,370732.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,534.0,0.0,34.0,103.0,4.0,1.0,9.0,6.280395984649658,81.0,-0.24628201127052307,6.526678085327148,-1.6621026992797852
1362.0,0.0,1.0,16.0,31.0,12.0,10.0,484311.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,524.0,0.0,46.0,102.0,1.0,1.0,9.0,6.261491775512695,81.0,-0.26518622040748596,6.526678085327148,2.337897300720215
