statefip,year,race,bmprison,wmprison,bmpop,wmpop,error,crack,alcohol,income,ur,poverty,black,perc1519,aidscapita,state,parole,probation,capacity_rated,capacity_operational,capacity_design,bmprate,wmprate
15.0,1999.0,2.0,192.0,882.0,18972.0,206861.0,0.0,1.0843499898910522,2.259999990463257,26973.0,4.991666793823242,10.800000190734863,7.964016437530518,6.736263751983643,2.8918449878692627,Hawaii,2252.0,15707.0,,3406.0,2481.0,1012.0177001953125,426.3732604980469
15.0,2000.0,1.0,210.0,1019.0,13545.0,157965.0,0.0,0.14218559861183167,2.3299999237060547,28422.0,3.950000047683716,8.899999618530273,7.616404056549072,6.686892032623291,2.968653440475464,Hawaii,2504.0,15525.0,,3406.0,2481.0,1550.3875732421875,645.07958984375
16.0,1985.0,1.0,31.0,1215.0,1938.0,483192.0,0.0,0.361287385225296,2.4200000762939453,11641.0,7.849999904632568,16.0,0.23065237700939178,8.315104484558105,0.0,Idaho,483.0,3414.0,1315.0,1315.0,1022.0,1599.587158203125,251.4528350830078
16.0,1986.0,2.0,31.0,1307.0,1959.0,481092.0,0.0,0.49998611211776733,2.3299999237060547,11949.0,8.108333587646484,18.5,0.2290552258491516,8.394430160522461,0.0,Idaho,531.0,3770.0,1149.0,1470.0,1149.0,1582.4400634765625,271.6736145019531
16.0,1987.0,2.0,25.0,1286.0,1972.0,477976.0,0.0,1.0546040534973145,2.259999990463257,12554.0,7.549999713897705,15.100000381469727,0.2268381416797638,8.36392879486084,0.9135358333587646,Idaho,865.0,4146.0,1149.0,1470.0,1149.0,1267.74853515625,269.0511779785156
16.0,1988.0,1.0,23.0,1419.0,2009.0,477466.0,0.0,1.4483369588851929,2.180000066757202,13493.0,6.066666603088379,12.5,0.2242453694343567,8.283953666687012,1.217154622077942,Idaho,247.0,3587.0,1163.0,1406.0,1163.0,1144.84814453125,297.1939392089844
16.0,1989.0,1.0,24.0,1559.0,2071.0,481047.0,0.0,2.4013400077819824,2.0899999141693115,14729.0,5.300000190734863,12.399999618530273,0.2224116325378418,8.1334867477417,0.8043798208236694,Idaho,238.0,4025.0,1259.0,1826.0,1259.0,1158.8604736328125,324.0847473144531
16.0,1990.0,2.0,27.0,1720.0,2112.0,489211.0,0.0,2.550968885421753,2.2699999809265137,15724.0,5.483333587646484,14.899999618530273,0.3334047496318817,8.042600631713867,2.0743117332458496,Idaho,243.0,4377.0,,1845.0,1586.0,1278.4090576171875,351.5865478515625
16.0,1991.0,1.0,29.0,1888.0,2319.0,502037.0,0.0,0.7323604822158813,2.190000057220459,16030.0,5.9666666984558105,13.899999618530273,0.3532273769378662,8.047893524169922,1.5365172624588013,Idaho,397.0,3921.0,,2086.0,1831.0,1250.5390625,376.0679016113281
16.0,1992.0,1.0,26.0,1983.0,2557.0,515727.0,0.0,0.23745940625667572,2.200000047683716,17093.0,6.425000190734863,15.199999809265137,0.36404192447662354,8.214820861816406,2.7060189247131348,Idaho,788.0,4075.0,2015.0,2158.0,,1016.8165893554688,384.5057678222656
16.0,1993.0,2.0,47.0,2237.0,2957.0,532602.0,0.0,0.5487219095230103,2.109999895095825,18103.0,6.116666793823242,13.100000381469727,0.3995358347892761,8.422591209411621,3.1566567420959473,Idaho,837.0,4749.0,1929.0,2177.0,,1589.44873046875,420.0134582519531
16.0,1994.0,1.0,35.0,2144.0,3124.0,549148.0,0.0,0.1573909968137741,2.119999885559082,18707.0,5.449999809265137,12.0,0.401795357465744,8.66479206085205,3.0563948154449463,Idaho,931.0,5770.0,2222.0,2519.0,2222.0,1120.3585205078125,390.4229736328125
16.0,1995.0,2.0,50.0,2506.0,3420.0,563258.0,0.0,-0.030613400042057037,1.9800000190734863,19426.0,5.258333206176758,14.5,0.4286841154098511,8.832588195800781,3.3126027584075928,Idaho,619.0,5308.0,,2908.0,2203.0,1461.98828125,444.91156005859375
16.0,1996.0,1.0,57.0,2863.0,3495.0,574318.0,0.0,0.749769389629364,1.9800000190734863,20248.0,5.333333492279053,11.899999618530273,0.4276883900165558,8.940945625305176,2.0779945850372314,Idaho,692.0,5855.0,2447.0,3301.0,2447.0,1630.9012451171875,498.5043029785156
16.0,1997.0,1.0,59.0,2927.0,3595.0,585162.0,0.0,0.3974117040634155,2.0,20648.0,5.050000190734863,14.699999809265137,0.4243093729019165,8.963956832885742,1.139582633972168,Idaho,820.0,6367.0,2483.0,3437.0,2483.0,1641.1683349609375,500.203369140625
16.0,1998.0,2.0,53.0,3039.0,3791.0,594467.0,0.0,1.0726560354232788,2.25,21789.0,5.141666412353516,13.0,0.4632009267807007,8.929594993591309,1.4373208284378052,Idaho,1309.0,31172.0,3167.0,3991.0,3167.0,1398.0479736328125,511.2142333984375
16.0,1999.0,2.0,71.0,4111.0,3974.0,605560.0,0.0,0.680681586265564,2.359999895095825,22786.0,4.891666412353516,14.100000381469727,0.4849700927734375,8.747297286987305,0.0,Idaho,1317.0,36436.0,3182.0,3956.0,3182.0,1786.613037109375,678.875732421875
16.0,2000.0,1.0,74.0,3928.0,3289.0,587720.0,0.0,0.488528311252594,2.319999933242798,24075.0,4.608333587646484,12.5,0.5878780484199524,8.536293983459473,0.38469794392585754,Idaho,1409.0,35103.0,5228.0,5030.0,4454.0,2249.924072265625,668.345458984375
17.0,1985.0,1.0,10721.0,5828.0,789124.0,4616690.0,0.0,0.44924139976501465,2.7200000286102295,15661.0,9.074999809265137,15.600000381469727,16.58185577392578,7.9198384284973145,1.4645806550979614,Illinois,11421.0,74156.0,19118.0,19118.0,15356.0,1358.5950927734375,126.23763275146484
17.0,1986.0,1.0,11103.0,6112.0,789373.0,4605636.0,0.0,0.47276729345321655,2.680000066757202,16424.0,8.258333206176758,13.300000190734863,16.550256729125977,7.88529109954834,2.721996784210205,Illinois,12311.0,76203.0,19705.0,19705.0,15943.0,1406.559326171875,132.70697021484375
17.0,1987.0,2.0,11422.0,6103.0,791193.0,4600315.0,0.0,1.0236239433288574,2.6600000858306885,17347.0,7.416666507720947,14.399999618530273,16.516014099121094,7.7643938064575195,3.9147658348083496,Illinois,13744.0,82332.0,19911.0,19911.0,16303.0,1443.6427001953125,132.66482543945312
17.0,1988.0,1.0,11975.0,6338.0,792178.0,4594107.0,0.0,1.511544942855835,2.640000104904175,18613.0,6.7833333015441895,12.699999809265137,16.489269256591797,7.601682186126709,5.600464344024658,Illinois,14369.0,90736.0,20100.0,20100.0,16492.0,1511.6551513671875,137.9593505859375
17.0,1989.0,2.0,14276.0,7176.0,796006.0,4594522.0,0.0,1.7646770477294922,2.559999942779541,19770.0,6.074999809265137,12.699999809265137,16.461692810058594,7.370788097381592,7.791475296020508,Illinois,14550.0,93944.0,22514.0,22514.0,18810.0,1793.453857421875,156.18600463867188
17.0,1990.0,1.0,16220.0,7556.0,800544.0,4601148.0,0.0,1.5625489950180054,2.619999885559082,20824.0,6.258333206176758,13.699999809265137,16.40337371826172,7.120968341827393,8.565204620361328,Illinois,17671.0,95699.0,22691.0,22691.0,18987.0,2026.1221923828125,164.21987915039062
17.0,1991.0,1.0,17501.0,7685.0,809823.0,4629816.0,0.0,1.8893879652023315,2.4800000190734863,21215.0,7.241666793823242,13.5,16.57732391357422,6.858375549316406,10.597318649291992,Illinois,23213.0,74846.0,23961.0,23961.0,20217.0,2161.089599609375,165.98931884765625
17.0,1992.0,2.0,19444.0,7865.0,821413.0,4661716.0,0.0,1.587515950202942,2.430000066757202,22550.0,7.833333492279053,15.600000381469727,16.776811599731445,6.756067752838135,12.510492324829102,Illinois,23304.0,76125.0,24562.0,24562.0,20818.0,2367.140625,168.71469116210938
17.0,1993.0,2.0,21428.0,8105.0,832615.0,4687544.0,0.0,1.7300490140914917,2.380000114440918,22962.0,7.383333206176758,13.600000381469727,16.992578506469727,6.737725257873535,13.87856388092041,Illinois,24177.0,78464.0,26369.0,26369.0,22625.0,2573.578369140625,172.90504455566406
17.0,1994.0,1.0,22794.0,8421.0,841941.0,4712486.0,0.0,2.2179110050201416,2.3499999046325684,23969.0,5.800000190734863,12.399999618530273,17.181564331054688,6.811544418334961,14.581217765808105,Illinois,26695.0,104664.0,26385.0,26385.0,22641.0,2707.315673828125,178.69549560546875
17.0,1995.0,1.0,23153.0,8637.0,850894.0,4737000.0,0.0,0.8614938259124756,2.2899999618530273,25123.0,5.191666603088379,12.399999618530273,17.362085342407227,6.942160606384277,14.806256294250488,Illinois,29541.0,109489.0,27376.0,27376.0,23714.0,2721.0205078125,182.33058166503906
17.0,1996.0,1.0,23751.0,8930.0,855761.0,4762114.0,0.0,0.9472696781158447,2.299999952316284,26449.0,5.308333396911621,12.100000381469727,17.519350051879883,7.082029342651367,11.650969505310059,Illinois,30064.0,115503.0,28200.0,28200.0,25438.0,2775.424560546875,187.52175903320312
17.0,1997.0,2.0,24841.0,9412.0,861361.0,4779323.0,0.0,0.6814119219779968,2.259999990463257,27729.0,4.824999809265137,11.199999809265137,17.695417404174805,7.1682868003845215,6.392731189727783,Illinois,30348.0,119481.0,28797.0,28797.0,25135.0,2883.92431640625,196.93165588378906
17.0,1998.0,2.0,26374.0,9735.0,866409.0,4798219.0,0.0,1.5147279500961304,2.25,29343.0,4.4666666984558105,10.100000381469727,17.85805892944336,7.238413333892822,5.81819486618042,Illinois,30432.0,131850.0,32062.0,32062.0,27342.0,3044.058837890625,202.88778686523438
17.0,1999.0,1.0,27204.0,10167.0,872870.0,4828804.0,0.0,1.921044945716858,2.2699999809265137,30212.0,4.449999809265137,9.899999618530273,18.051342010498047,7.231390476226807,4.652472496032715,Illinois,31833.0,134270.0,32313.0,32313.0,27529.0,3116.615234375,210.5490264892578
17.0,2000.0,1.0,27271.0,10608.0,879589.0,4472933.0,0.0,1.37089204788208,2.240000009536743,32185.0,4.5,10.699999809265137,18.201711654663086,7.167012691497803,4.541491985321045,Illinois,30196.0,139029.0,32995.0,32995.0,28211.0,3100.42529296875,237.15982055664062
18.0,1985.0,2.0,3249.0,6198.0,196329.0,2430406.0,0.0,0.12088699638843536,2.190000057220459,13159.0,7.708333492279053,12.0,8.036709785461426,8.336405754089355,0.4211961328983307,Indiana,2797.0,42800.0,6628.0,,,1654.875244140625,255.0191192626953
18.0,1986.0,2.0,3216.0,6546.0,196055.0,2427104.0,0.0,0.7545152902603149,2.140000104904175,13820.0,6.766666889190674,12.699999809265137,8.023560523986816,8.341490745544434,1.2282588481903076,Indiana,3273.0,50806.0,8710.0,,,1640.3560791015625,269.7041320800781
18.0,1987.0,1.0,3192.0,7132.0,197268.0,2433400.0,0.0,0.698418378829956,2.130000114440918,14589.0,6.058333396911621,11.100000381469727,8.0072660446167,8.24600601196289,1.6259194612503052,Indiana,3071.0,56978.0,9802.0,,,1618.103271484375,293.0878601074219
18.0,1988.0,2.0,3367.0,7524.0,199265.0,2439427.0,0.0,1.005226969718933,2.0999999046325684,15472.0,5.141666889190674,10.100000381469727,7.994505882263184,8.104595184326172,2.2757787704467773,Indiana,3411.0,60184.0,10412.0,,,1689.709716796875,308.4330749511719
18.0,1989.0,2.0,4488.0,7206.0,202080.0,2451247.0,0.0,0.8929545283317566,2.0399999618530273,16717.0,4.708333492279053,13.699999809265137,7.9814019203186035,7.89272403717041,3.131918430328369,Indiana,3456.0,61777.0,9101.0,,,2220.902587890625,293.9728088378906
18.0,1990.0,1.0,4566.0,7471.0,204736.0,2463066.0,0.0,0.533725917339325,2.0899999141693115,17491.0,5.008333206176758,13.0,7.956116676330566,7.635397911071777,3.7964675426483154,Indiana,3778.0,68683.0,10861.0,,,2230.189208984375,303.3211364746094
18.0,1991.0,2.0,4687.0,7580.0,207945.0,2482241.0,0.0,1.0551520586013794,2.0,17869.0,5.625,15.699999809265137,8.045337677001953,7.308985710144043,4.664919853210449,Indiana,3125.0,76365.0,11934.0,14211.0,,2253.96142578125,305.3692321777344
18.0,1992.0,2.0,5255.0,7906.0,212080.0,2501506.0,0.0,1.0171350240707397,1.9500000476837158,19037.0,6.050000190734863,11.800000190734863,8.168667793273926,7.179092884063721,5.815442085266113,Indiana,2899.0,79850.0,11983.0,13817.0,,2477.838623046875,316.04962158203125
18.0,1993.0,1.0,5565.0,8072.0,215889.0,2524261.0,0.0,1.019703984260559,1.9800000190734863,19764.0,5.041666507720947,12.199999809265137,8.274938583374023,7.199557781219482,6.621340751647949,Indiana,2891.0,82705.0,12255.0,14289.0,,2577.713623046875,319.7767639160156
18.0,1994.0,2.0,5909.0,8217.0,219464.0,2539877.0,0.0,1.2406259775161743,1.940000057220459,20761.0,4.5333333015441895,13.699999809265137,8.395803451538086,7.278244495391846,7.387556552886963,Indiana,3409.0,83177.0,12539.0,14711.0,,2692.468994140625,323.51959228515625
18.0,1995.0,1.0,6484.0,8688.0,222801.0,2558774.0,0.0,1.6357810497283936,1.909999966621399,21408.0,4.3416666984558105,9.600000381469727,8.502243041992188,7.391113758087158,8.288531303405762,Indiana,3200.0,95267.0,12539.0,15490.0,,2910.22021484375,339.53759765625
18.0,1996.0,1.0,6769.0,9117.0,224720.0,2576619.0,0.0,1.4579319953918457,1.8899999856948853,22368.0,3.875,7.5,8.586348533630371,7.494040489196777,5.316615581512451,Indiana,3580.0,93509.0,13611.0,15730.0,,3012.19287109375,353.8357849121094
18.0,1997.0,1.0,7262.0,9509.0,229054.0,2590657.0,0.0,2.5644400119781494,1.899999976158142,23306.0,3.308333396911621,8.800000190734863,8.732048988342285,7.558149814605713,3.8285436630249023,Indiana,4044.0,96752.0,13611.0,16892.0,,3170.431396484375,367.04974365234375
18.0,1998.0,2.0,7629.0,10302.0,232289.0,2604116.0,0.0,3.0141561031341553,1.909999966621399,24894.0,2.9083333015441895,9.399999618530273,8.856983184814453,7.586149215698242,2.4171178340911865,Indiana,4258.0,104624.0,13983.0,17119.0,,3284.27099609375,395.6044921875
18.0,1999.0,1.0,7728.0,10289.0,235984.0,2620083.0,0.0,3.1327850818634033,1.940000057220459,25615.0,2.8583333492279053,6.699999809265137,8.967178344726562,7.529418468475342,1.93549382686615,Indiana,4539.0,105071.0,15383.0,17944.0,,3274.79833984375,392.6974792480469
18.0,2000.0,2.0,7754.0,10321.0,244085.0,2607104.0,0.0,1.2081730365753174,1.9800000190734863,27132.0,2.9166667461395264,8.5,9.101893424987793,7.410665035247803,1.822076678276062,Indiana,4917.0,109251.0,15383.0,19829.0,,3176.76220703125,395.8798828125
19.0,1985.0,2.0,545.0,2088.0,22284.0,1335828.0,0.0,-0.11522649973630905,2.0199999809265137,13490.0,7.949999809265137,17.899999618530273,1.7798640727996826,8.052472114562988,0.24731504917144775,Iowa,1971.0,12063.0,2816.0,2652.0,2572.0,2445.700927734375,156.30755615234375
19.0,1986.0,2.0,525.0,2058.0,22396.0,1315936.0,0.0,-0.12222030013799667,2.0399999618530273,14108.0,6.816666603088379,12.899999618530273,1.7733163833618164,8.018390655517578,0.5729928612709045,Iowa,1929.0,12584.0,,2702.0,2918.0,2344.168701171875,156.3905792236328
19.0,1987.0,2.0,573.0,2093.0,22634.0,1302217.0,0.0,0.0817210003733635,2.0799999237060547,14905.0,5.775000095367432,14.5,1.7652277946472168,7.876684188842773,0.7949530482292175,Iowa,1966.0,12745.0,2918.0,2858.0,2918.0,2531.589599609375,160.7259063720703
19.0,1988.0,1.0,629.0,2199.0,23095.0,1301610.0,0.0,1.1220719814300537,1.9900000095367432,15321.0,4.708333492279053,9.399999618530273,1.757972002029419,7.685707092285156,0.8667601943016052,Iowa,1945.0,13099.0,2918.0,2858.0,2918.0,2723.533203125,168.94461059570312
19.0,1989.0,1.0,735.0,2589.0,23739.0,1301432.0,0.0,0.8915926218032837,1.940000057220459,16596.0,4.316666603088379,10.300000190734863,1.7506366968154907,7.426787376403809,1.4797559976577759,Iowa,1900.0,13722.0,3003.0,3003.0,3003.0,3096.1708984375,198.93470764160156
19.0,1990.0,1.0,810.0,2854.0,24343.0,1305106.0,0.0,0.5816873908042908,2.059999942779541,17389.0,4.508333206176758,10.399999618530273,1.7485954761505127,7.1669440269470215,1.4023641347885132,Iowa,2111.0,13895.0,3035.0,3035.0,3035.0,3327.4453125,218.67955017089844
19.0,1991.0,2.0,885.0,2956.0,24974.0,1310054.0,0.0,0.25834789872169495,2.009999990463257,17804.0,4.574999809265137,9.600000381469727,1.8039209842681885,6.934661865234375,2.8595807552337646,Iowa,2081.0,12488.0,3003.0,3003.0,3003.0,3543.685546875,225.63955688476562
19.0,1992.0,2.0,1000.0,3169.0,25742.0,1317590.0,0.0,0.1379764974117279,1.899999976158142,18834.0,4.491666793823242,11.5,1.8651779890060425,6.918213367462158,2.590121030807495,Iowa,2065.0,14084.0,3265.0,3265.0,3265.0,3884.7021484375,240.51487731933594
19.0,1993.0,2.0,1121.0,3288.0,26389.0,1324098.0,0.0,-0.165733203291893,1.8700000047683716,18716.0,4.208333492279053,10.300000190734863,1.9237232208251953,7.076629638671875,2.855156898498535,Iowa,2339.0,15376.0,3265.0,3265.0,3265.0,4247.98193359375,248.3199920654297
19.0,1994.0,1.0,1271.0,3547.0,27095.0,1327679.0,0.0,0.4464333951473236,1.840000033378601,20301.0,3.7666666507720947,10.699999809265137,1.9847058057785034,7.294090747833252,3.2272255420684814,Iowa,3696.0,15902.0,3265.0,3265.0,3265.0,4690.90234375,267.157958984375
19.0,1995.0,1.0,1362.0,3841.0,27533.0,1332583.0,0.0,0.7845401763916016,1.7999999523162842,20929.0,3.625,12.199999809265137,2.028836727142334,7.511335372924805,3.696763515472412,Iowa,2340.0,16579.0,3603.0,3603.0,3603.0,4946.791015625,288.2372131347656
19.0,1996.0,2.0,1457.0,4052.0,28046.0,1336559.0,0.0,0.7001240253448486,1.850000023841858,22521.0,3.625,9.600000381469727,2.0884592533111572,7.69944429397583,2.430555582046509,Iowa,2200.0,15386.0,4201.0,4201.0,4201.0,5195.03662109375,303.16656494140625
19.0,1997.0,1.0,1569.0,4428.0,28477.0,1339077.0,0.0,1.1254470348358154,1.850000023841858,23623.0,3.1500000953674316,9.600000381469727,2.1399989128112793,7.811300754547119,1.072249174118042,Iowa,2037.0,16834.0,4951.0,4951.0,4951.0,5509.70947265625,330.675537109375
19.0,1998.0,1.0,1671.0,4753.0,28953.0,1342985.0,0.0,1.0751639604568481,1.899999976158142,24701.0,2.9000000953674316,9.100000381469727,2.2086400985717773,7.871583938598633,0.5511782765388489,Iowa,2194.0,18447.0,5701.0,5701.0,5701.0,5771.4228515625,353.9131164550781
19.0,1999.0,2.0,1627.0,4613.0,29718.0,1345050.0,0.0,0.908245325088501,1.9500000476837158,25118.0,2.616666555404663,7.400000095367432,2.2774744033813477,7.823736667633057,0.822584331035614,Iowa,2514.0,19675.0,6219.0,6219.0,6219.0,5474.79638671875,342.96124267578125
19.0,2000.0,2.0,1719.0,5033.0,32210.0,1343146.0,0.0,0.9421942234039307,1.9800000190734863,26554.0,2.7916667461395264,8.300000190734863,2.45355486869812,7.654788494110107,1.0243306159973145,Iowa,2763.0,21147.0,6772.0,6772.0,6772.0,5336.85205078125,374.7172546386719
20.0,1985.0,2.0,1556.0,2827.0,68397.0,1097183.0,0.0,1.0557279586791992,1.9600000381469727,14451.0,5.141666412353516,13.800000190734863,6.1079792976379395,7.727941989898682,0.4530319273471832,Kansas,2282.0,16204.0,,4939.0,,2274.95361328125,257.65985107421875
20.0,1986.0,2.0,1681.0,3290.0,69106.0,1098128.0,0.0,1.7354300022125244,1.8799999952316284,15005.0,5.391666889190674,11.100000381469727,6.098381996154785,7.689500331878662,1.2741371393203735,Kansas,2360.0,17125.0,,5015.0,,2432.4951171875,299.60076904296875
20.0,1987.0,1.0,1829.0,3342.0,70052.0,1102248.0,0.0,0.9938396215438843,1.840000033378601,15599.0,4.9083333015441895,9.199999809265137,6.084802150726318,7.560478210449219,2.2487916946411133,Kansas,2676.0,18059.0,,3786.0,,2610.917724609375,303.19854736328125
20.0,1988.0,2.0,1857.0,3348.0,71179.0,1108898.0,0.0,1.6545180082321167,1.8799999952316284,16275.0,4.550000190734863,8.100000381469727,6.07375431060791,7.389237880706787,2.192965507507324,Kansas,3497.0,19580.0,,4293.0,,2608.91552734375,301.9213562011719
20.0,1989.0,1.0,1757.0,3258.0,71846.0,1113104.0,0.0,2.4068100452423096,1.7699999809265137,17048.0,4.191666603088379,10.800000190734863,6.062644004821777,7.156066417694092,3.1137945652008057,Kansas,5089.0,21675.0,,,,2445.508544921875,292.69500732421875
20.0,1990.0,1.0,1876.0,3211.0,72839.0,1115608.0,0.0,1.1701899766921997,1.7899999618530273,18085.0,4.349999904632568,10.300000190734863,6.0367608070373535,6.92449951171875,3.8285624980926514,Kansas,5751.0,22183.0,,5405.0,,2575.543212890625,287.8251037597656
20.0,1991.0,1.0,2014.0,3178.0,73172.0,1122599.0,0.0,1.9217970371246338,1.850000023841858,18626.0,4.5333333015441895,12.300000190734863,6.082600116729736,6.738004684448242,5.202659606933594,Kansas,6204.0,23314.0,,6622.0,,2752.4189453125,283.09307861328125
20.0,1992.0,2.0,2112.0,3115.0,75268.0,1132151.0,0.0,1.8984140157699585,1.7799999713897705,19692.0,4.625,11.100000381469727,6.229799270629883,6.783265113830566,6.081202030181885,Kansas,6297.0,23994.0,,,,2805.973388671875,275.1399841308594
20.0,1993.0,2.0,2099.0,3246.0,75475.0,1141733.0,0.0,0.30986928939819336,1.75,20234.0,5.074999809265137,13.100000381469727,6.246128082275391,6.9190592765808105,5.749943256378174,Kansas,7141.0,24255.0,6600.0,,,2781.05322265625,284.3046569824219
20.0,1994.0,2.0,2356.0,3537.0,75882.0,1150827.0,0.0,0.8016601800918579,1.7300000190734863,20990.0,4.849999904632568,14.899999618530273,6.290890216827393,7.102463722229004,5.580285549163818,Kansas,6291.0,17256.0,6655.0,,,3104.820556640625,307.3442077636719
20.0,1995.0,1.0,2581.0,3873.0,75963.0,1158418.0,0.0,0.3227328956127167,1.7200000286102295,21558.0,4.391666412353516,10.800000190734863,6.319636344909668,7.308669090270996,6.3436970710754395,Kansas,6094.0,16547.0,7452.0,,,3397.706787109375,334.33526611328125
20.0,1996.0,1.0,2771.0,4276.0,75478.0,1162202.0,0.0,0.3487781882286072,1.690000057220459,22845.0,4.375,11.199999809265137,6.325627326965332,7.51711368560791,4.666187763214111,Kansas,6004.0,15732.0,7883.0,,,3671.2685546875,367.9222717285156
20.0,1997.0,1.0,2830.0,4339.0,75646.0,1169779.0,0.0,0.7249817848205566,1.7100000381469727,24041.0,3.9000000953674316,9.699999809265137,6.365042686462402,7.683854579925537,2.542412757873535,Kansas,6150.0,16339.0,8168.0,,,3741.10986328125,370.9247741699219
20.0,1998.0,2.0,2851.0,4539.0,77177.0,1181671.0,0.0,0.8685349822044373,1.7899999618530273,25483.0,3.7666666507720947,9.600000381469727,6.4815545082092285,7.8260979652404785,1.3530793190002441,Kansas,6025.0,17219.0,8189.0,,,3694.105712890625,384.1170654296875
20.0,1999.0,2.0,2878.0,4847.0,78262.0,1192980.0,0.0,0.7274224162101746,1.840000033378601,26195.0,3.5250000953674316,12.300000190734863,6.585618019104004,7.856252670288086,2.090848922729492,Kansas,5909.0,16785.0,8860.0,,,3677.391357421875,406.2934875488281
20.0,2000.0,2.0,2803.0,4191.0,77707.0,1136717.0,0.0,0.8844435811042786,1.8200000524520874,27694.0,3.7750000953674316,8.0,6.695236682891846,7.769083499908447,1.1141825914382935,Kansas,3829.0,15992.0,8786.0,,,3607.1396484375,368.693359375
21.0,1985.0,1.0,1520.0,3230.0,125606.0,1661301.0,0.0,0.31017690896987915,1.8600000143051147,11631.0,9.091667175292969,19.399999618530273,7.288423538208008,8.374650001525879,0.5682094693183899,Kentucky,3694.0,6594.0,,5020.0,,1210.13330078125,194.42593383789062
21.0,1986.0,1.0,1645.0,3421.0,125218.0,1655826.0,0.0,0.719106912612915,1.840000033378601,12065.0,9.225000381469727,17.700000762939453,7.275475025177002,8.370920181274414,0.7320390343666077,Kentucky,3370.0,6841.0,4921.0,5327.0,,1313.7088623046875,206.6038360595703
21.0,1987.0,1.0,1702.0,3543.0,124952.0,1651648.0,0.0,0.4316712021827698,1.7599999904632568,12807.0,8.324999809265137,17.299999237060547,7.257082939147949,8.271693229675293,1.1672446727752686,Kentucky,3338.0,7181.0,5170.0,5576.0,,1362.123046875,214.5130157470703
21.0,1988.0,2.0,2058.0,4712.0,124920.0,1648667.0,0.0,1.0135079622268677,1.7899999618530273,13564.0,7.625,17.600000381469727,7.2409515380859375,8.12973690032959,1.7116895914077759,Kentucky,3443.0,7398.0,6602.0,6469.0,,1647.454345703125,285.806640625
21.0,1989.0,2.0,2356.0,5485.0,125014.0,1645433.0,0.0,1.3399380445480347,1.7599999904632568,14612.0,6.491666793823242,16.100000381469727,7.224639892578125,7.911992073059082,2.8824079036712646,Kentucky,3133.0,8062.0,6646.0,6485.0,,1884.5888671875,333.3468933105469
21.0,1990.0,2.0,2563.0,5979.0,126021.0,1650973.0,0.0,1.1555969715118408,1.8300000429153442,15437.0,6.108333110809326,17.299999237060547,7.191004276275635,7.698790073394775,3.2755393981933594,Kentucky,3183.0,7482.0,8051.0,7866.0,,2033.7879638671875,362.15008544921875
21.0,1991.0,1.0,2929.0,6354.0,126669.0,1661065.0,0.0,1.2378129959106445,1.7799999713897705,16162.0,7.416666507720947,18.799999237060547,7.211854934692383,7.451976299285889,3.3043837547302246,Kentucky,3345.0,9828.0,8455.0,8270.0,,2312.325927734375,382.5256652832031
21.0,1992.0,1.0,3140.0,6676.0,128189.0,1680481.0,0.0,1.0328129529953003,1.7100000381469727,17175.0,6.958333492279053,19.700000762939453,7.258577346801758,7.364341735839844,3.983567476272583,Kentucky,3684.0,10750.0,9119.0,8923.0,,2449.508056640625,397.2672119140625
21.0,1993.0,1.0,3275.0,6607.0,129109.0,1696049.0,0.0,1.266126036643982,1.7300000190734863,17520.0,6.383333206176758,20.399999618530273,7.265864849090576,7.380739688873291,4.1445817947387695,Kentucky,4148.0,11689.0,9560.0,9383.0,,2536.616455078125,389.55242919921875
21.0,1994.0,2.0,3746.0,6659.0,129705.0,1710282.0,0.0,1.3268630504608154,1.7300000190734863,18225.0,5.458333492279053,18.5,7.315592288970947,7.437112331390381,5.767600059509277,Kentucky,4380.0,11417.0,10156.0,9486.0,,2888.09228515625,389.3509826660156
21.0,1995.0,1.0,4109.0,7190.0,130608.0,1724700.0,0.0,2.3291499614715576,1.7100000381469727,18879.0,5.566666603088379,14.699999809265137,7.35553503036499,7.496217727661133,5.7878899574279785,Kentucky,4257.0,11499.0,10411.0,10164.0,,3146.055419921875,416.88409423828125
21.0,1996.0,2.0,4451.0,7609.0,131490.0,1735870.0,0.0,2.507513999938965,1.7200000286102295,19854.0,5.491666793823242,17.0,7.40801477432251,7.528520584106445,4.005577087402344,Kentucky,4621.0,11689.0,9232.0,9003.0,7104.0,3385.04833984375,438.3392639160156
21.0,1997.0,1.0,5176.0,8334.0,132991.0,1748189.0,0.0,3.2097620964050293,1.7200000286102295,20855.0,5.383333206176758,15.899999618530273,7.478198528289795,7.5092082023620605,2.4286906719207764,Kentucky,4233.0,12093.0,10774.0,10827.0,8934.0,3891.99267578125,476.721923828125
21.0,1998.0,2.0,5166.0,8736.0,135238.0,1758861.0,0.0,3.3961288928985596,1.7200000286102295,22043.0,4.558333396911621,13.5,7.56130838394165,7.431844711303711,2.107698440551758,Kentucky,4508.0,17594.0,11428.0,11180.0,7421.0,3819.932373046875,496.68505859375
21.0,1999.0,1.0,5335.0,8750.0,137194.0,1769820.0,0.0,3.299527883529663,1.7400000095367432,22763.0,4.650000095367432,12.100000381469727,7.648265361785889,7.279769420623779,1.8665757179260254,Kentucky,4868.0,18988.0,11947.0,11707.0,7421.0,3888.654052734375,494.40057373046875
